chapter_no,verse_no,translation
4,42,"So, with the sword of knowledge, cut the doubts in your heart. O descendant of Bharata, be steadfast in Karma Yoga. Lemmu, do your duty."
5,1,"Arjuna said: O Sri Krishna, you have praised Karma Sanyasam (renunciation of works) and Karma Yoga (devotional work). Decide which of these two is better."
5,2,The Lord spoke: Both the path of Karma Sanyasa (renunciation of works) and the path of Karma Yoga (devout action) lead to the Supreme Goal. But Karma Yoga is superior to Karma Sanyasa.
5,3,"Karma yogis who do not hate anything and do not expect anything should be known as eternal ascetics. Being beyond all dualities, they are gracefully liberated from material bonds."
5,4,Only the ignorant say that Sankhya (renunciation of karmas or karmic asceticism) and Karma Yoga (working with devotion) are different. Those who are truly knowledgeable say that one can get the fruits of both by adopting any one of these two paths.
5,5,"The highest state attainable through karmic asceticism can also be attained by practicing karmas with devotion. Therefore, he who sees that Karma Sanyasama and Karma Yoga are one and the same has seen it as it really is."
5,6,"It is very difficult to attain perfect karmic asceticism, O great-armed one, without performing bhakti yukta (karma yoga), but a sage skilled in karmic yoga quickly attains the supreme soul."
5,7,"Karma yogis who have a pure inner self and control the sense-minds, see the Supreme Spirit of souls in every living being. They do not get caught up in karmabandhas while doing all kinds of work."
5,8,"Those who are fixed in karma yoga - while seeing, hearing, touching, smelling, moving, sleeping, breathing, speaking, excreting, taking in, opening and closing the eyes - always feel ""I am not the doer"". As the natural senses move in their respective objects, they are perceived by divine spiritual knowledge."
5,9,"Those who are fixed in karma yoga - while seeing, hearing, touching, smelling, moving, sleeping, breathing, speaking, excreting, taking in, opening and closing the eyes - always feel ""I am not the doer"". As the natural senses move in their respective objects, they are perceived by divine spiritual knowledge."
5,10,"Those who renounce all material interests and dedicate all their deeds to the Lord, are untouched by sin, like a lotus is not wetted by water."
5,11,"Yogis, abandoning mamakarasakti, practice karmas with body, mind, senses and mind only for soul purification."
5,12,"Offering the fruits of all activities to the Lord, Karma Yogis attain eternal peace. At the same time, those who are motivated by their kama (desires) and act for selfish gain, become entangled in karmic bonds because they are interested in karmic fruits."
5,13,"Soul-tempered and dispassionate living souls, knowing that they are neither the doer nor the cause of anything, are happy in this city of nine gates."
5,14,"But the concept of karma, the nature of karma is not created by God. He is also not the creator of karmic fruits. It is the qualities of physical nature that actuate all these."
5,15,"The Lord, who is omnipresent, does not partake of any sinful or pious deeds. Beings are deluded because their wisdom is covered by ignorance."
5,16,"But, for those whose ignorance of the soul is destroyed by the divine spiritual knowledge, that knowledge illumines the Supreme Soul, as the sun illumines all in the day."
5,17,"Those whose mind is fixed on God, who are fully engaged in God, who have firm faith that He is the ultimate goal - their sins are eradicated by the rays of knowledge, and attain a state of quick passing and no return."
5,18,"True scholars, with the eyes of divine knowledge - see a Brahmin, a cow, an elephant, a dog, a Chandal with equanimity."
5,19,"Those who are fully minded in equanimity, conquer the cycle of birth and death in this very life. They possess the flawless qualities of God and thus attain the Supreme Truth."
5,20,"Those who are established in God, have a firm understanding of divine spiritual knowledge and are free from delusion, do not get overwhelmed when the beloved happens/acquire, nor do they get depressed when anything unpleasant happens."
5,21,"He who is not attached to external sense pleasures, enjoys divine bliss in the soul itself. Through yoga one gets united with God and experiences endless bliss."
5,22,"The pleasures of sense materialism, though they may seem pleasurable to the worldly-minded, are actually causes of sorrow. O son of Kunti, such pleasures have an adi-antham (beginning-end), so the wise do not indulge in them."
5,23,Those who can control the forces of lust and anger before leaving this body are yogis and they alone are truly happy.
5,24,"Whoever is happy (rejoicing) within themselves, enjoying the bliss of the Supreme Being within, and shining with the light of inner knowledge, such yogis, united with God, are freed from material worldly existence."
5,25,"Those whose sins are destroyed, whose doubts are eradicated, whose minds are disciplined, who are engaged in the welfare of all living beings, such pious persons are freed from the material world and attain God."
5,26,"Those ascetics who are freed from lust and anger, who have restrained the mind, who are in Atma-jnana through constant effort, are freed from material existence in these worlds."
5,27,"Abandoning the thoughts of all external pleasures, focusing the attention between the eyes and the eyes, stopping the air entering and leaving the nostrils evenly, thus restraining the senses, mind and intellect, the sage who is free from lust, anger and fear dwells in the state of eternal salvation."
5,28,"Abandoning the thoughts of all external pleasures, focusing the attention between the eyes and the eyes, stopping the air entering and leaving the nostrils evenly, thus restraining the senses, mind and intellect, the sage who is free from lust, anger and fear dwells in the state of eternal salvation."
5,29,"Knowing that I am the bearer of all sacrifices and penances, the Lord of all worlds and the selfless friend of all living beings, Pidapa, my devotee will attain peace."
6,1,"The Lord spoke: Those who perform kartavya karmas (duties to be performed) without any desire for fruit, are the true ascetics and yogis. Moreover, it is not only those who have stopped performing the Agni Hotra Yajna or those who have renounced physical activities."
6,2,"Asceticism, as everyone thinks, is not different from Yoga. Because no one can become a yogi without renouncing worldly desires."
6,3,"In yoga the striving (initial-stage) jivatama for perfection is called the means; For those who have reached a higher level in yoga, calmness is the tool of meditation."
6,4,"When a person is disinterested in sense objects and karmas, that person is highly placed in the Yoga Shastra; Because he renounced all desires to enjoy the fruits of karma."
6,5,"Lift yourself up by the power of your mind, but do not fall. Because mind can be our friend and mind can be our enemy."
6,6,"For those who conquer the mind, it is their friend. For one who cannot do so, the mind acts as an enemy."
6,7,"Yogis who have conquered the mind - cold, happy, sad, and angry - are above these dualities. Such Yogis are calm and have a fixed will in devotion to God."
6,8,"Those who are satisfied with wisdom and discernment, conquerors of the senses, remain calm in all situations. They – clay, stones and gold – see them all with one eye."
6,9,"Benefactors, friends, enemies, saints and sinners – yogis look with impartiality.  A yogi who is equanimous towards friends, associates and enemies, neutral towards enemies and relatives, and without partiality towards pious souls and sinners - is considered the best of all human beings."
6,10,"Those who want to attain the state of yoga should be in meditation of Bhagavat with controlled mind-body, renouncing desires and pleasures, and in seclusion."
6,11,"To practice yoga, prepare an asana in a clean place; It should be made of kusha grass, deer skin and a piece of cloth one over the other. This asana should neither be too high nor too low."
6,12,"Sitting steadily on it, in single-minded meditation, restraining all thoughts and activities – the yogi must strive to purify his mind. He should keep his body, neck, and head firmly in the same order, and without turning his eyes to and fro, should concentrate his gaze on the nostrils."
6,13,"Sitting steadily on it, in single-minded meditation, restraining all thoughts and activities – the yogi must strive to purify his mind. He should keep his body, neck, and head firmly in the same order, and without turning his eyes to and fro, should concentrate his gaze on the nostrils."
6,14,"Thus, with calmness, fearlessness and stillness of mind and firm determination in the brahmacharya vrata, the mindful yogi should meditate on Me, the Supreme Goal."
6,15,"In this way, the Yogi with a disciplined mind, constantly fixing his mind on Me, attains 'Nirvana' and abides in Me in supreme peace."
6,16,"O Arjuna, whoever eats too much or eats too little; Those who sleep too much or sleep too little - they cannot succeed in yoga."
6,17,"But he who is moderate in eating and amusements, balanced in work, and regular in sleep, can relieve all sorrows by the practice of yoga."
6,18,"With perfect discipline, they turn the mind away from all selfish desires and fix the Lagna on the supreme welfare of the soul. Such are said to be in yoga, and they are beyond all sensual desires."
6,19,"Just as a lamp stays still in a windless place, so the mind of a Yogi stays steady in the meditation of God."
6,20,"When the mind is restrained from material activities and stilled by yoga practice, then the Yogi can see the Atman through a pure mind and revel in Atmanananda."
6,21,"In that paramananda yogic state called samadhi, one experiences limitless divine bliss. A Yogi in this state never deviates from the Eternal Truth."
6,22,"After attaining that status, Marinka feels that nothing is better than that. He who is thus established, is unmoved even in severe sorrows."
6,23,Yoga is the state of being freed from sorrows.  This yoga should be practiced with firm resolve without any pessimism/disbelief;
6,24,"One should give up all desires arising from worldly thoughts and restrain the senses from all sides with the mind. Gradually and surely, with firm faith in Buddhi, the mind becomes fixed in God and thinks of nothing else."
6,25,"One should give up all desires arising from worldly thoughts and restrain the senses from all sides with the mind. Gradually and surely, with firm faith in Buddhi, the mind becomes fixed in God and thinks of nothing else."
6,26,"Whenever and wherever this fickle, unstable mind wanders, it should be brought back and constantly focused on God."
6,27,"A Yogi who is calm in mind, calm in his passions, sinless, who sees everything in relation to Bhagavat – attains the highest transcendental bliss."
6,28,"A self-restrained yogi unites the soul with God, attains freedom from material impurities, and attains the highest state of absolute bliss, always in union with the Supreme."
6,29,True yogis unite the inner mind with God and see all demons in God and God in all demons.
6,30,"He who beholds Me in all, who beholds all in Me, will not miss Me, and I will not miss them."
6,31,"The Yogi who is one with Me and worships Me as the Supreme Being who is present in all the demons, doing all kinds of activities, lives in Me."
6,32,"I consider those who treat all beings equally and respond to the happiness and sorrows of others as if they were their own, as perfect yogis."
6,33,"Arjuna said: O Madhusudana, this method of yoga that you mentioned, because of this restless mind, seems to me impracticable and impossible."
6,34,"This mind is very restless, turbulent, strong and stubborn. Controlling it seems more difficult than controlling the wind, O Krishna."
6,35,"Sri Krishna Paramatma said: O son of Kunti with great arms, you are right; The mind is indeed very difficult to control. But, it can be tamed by practice and dispassion."
6,36,"Yoga is difficult for those who are not in control of the mind. But, those who learn to control the mind, and practice in the right way, can attain perfection in yoga. This is my opinion."
6,37,"Arjuna said: What is the fate of the yogi who, even after starting this journey with diligence, due to a restless mind, does not exert enough effort and is unable to achieve the ultimate success of the goal of yoga in this life?"
6,38,"O great-armed Krishna, is not one who strays from the path of yoga depraved of both material and spiritual attainments? Is he like a cloud that is parted and scattered and becomes confused?"
6,39,"O Krishna, clear this doubt of mine completely, and who can do it better than you?"
6,40,"O Partha, he who is on the spiritual path will not perish either in this world or in the next world. Dear friend, one who strives for the attainment of Bhagwat will never suffer from Durga."
6,41,"Those who are depraved of yoga (those who could not achieve success in yoga in this life), go to the holy worlds. Pidapa, who lived there for a long time, will be born back in the earth, in a family of pious and wealthy people. Or, those who have developed Vairagya due to long practice of yoga, will be born in a family of divine knowledge.  Such a birth is very rare."
6,42,"Those who are depraved of yoga (those who could not achieve success in yoga in this life), go to the holy worlds. Pidapa, who lived there for a long time, will be born back in the earth, in a family of pious and wealthy people. Or, those who have developed Vairagya due to long practice of yoga, will be born in a family of divine knowledge.  Such a birth is very rare."
6,43,"After taking such a birth, a Kuru vamsha, they reawaken the knowledge of their previous births and strive further for perfection in yoga."
6,44,"They, though not of their own free will, are certainly drawn towards God by the instrumentality of previous births. Such sadhakas naturally rise above the principles of karma kandas enunciated in the Vedas."
6,45,"With the merits acquired from many previous births, whenever these yogis mentally strive for further progress, they become purified (freed) from worldly desires and attain siddhi (perfection) in this very birth."
6,46,"A yogi is superior to an ascetic, superior to a jnani, and even superior to a karmi. So, O Arjuna, try to become a Yogi."
6,47,"Of all yogis, whose mind is always absorbed in Me, who is devoted to Me with firm faith, I regard them as supreme."
7,1,"The Lord spoke: O Arjuna, if you can know Me completely, without doubt, by surrendering to Me through the practice of bhakti yoga, listen now."
7,2,"Whatever knowledge and knowledge Pidapa has left to know nothing in this world, I will tell you completely."
7,3,Any one among thousands strives for perfect perfection; And only one of those who have attained perfect siddhi will truly know me.
7,4,"Earth, water, fire, air, sky, mind, intellect and ego - these are the eight limbs of my physical Prakriti Shakti."
7,5,"This is my low power. But, beyond that, O great-armed one, Arjuna, I have a superior power. That is the Jiva-Atma Shakti, which contains the Jiva-Atmans that are the basis of the living beings in this world."
7,6,Know that all living beings manifest through these two powers of mine. I am the origin of all this creation and in Me it all revolves.
7,7,"There is nothing higher than me, O Arjuna. Everything depends on me like beads on a thread."
7,8,"I am the taste of water, O son of Kunti, and I am the radiance of the sun and moon. In the Vedas I mean the sacred 'Om' Karam (pranava); A sound in the sky and their power in men."
7,9,"I am the pure smell of the earth and I am the radiance in the fire. I am the life force in all beings, and I am the austerity in penances."
7,10,"O Arjuna, know that I am the eternal seed of all beings. I am the wisdom among the wise, I am the brilliance among the bright."
7,11,"I am the best of the Bharatas, the lustless strength of the mighty. Sexual acts that are not morally wrong."
7,12,"The trigunas of material nature – sattva, rajas, tamas – are manifested by My energy. They are mine but I am beyond them."
7,13,"Being deluded (bewitched) by the trigunas of Maya, the people of this world are unable to know Me, who is impermanent and eternal."
7,14,"My divine power, 'maya', which is triune in nature, is very difficult to overcome. But, those who surrender to me can pass it gracefully."
7,15,"Four kinds of men do not surrender to Me - those who lack knowledge, those who have the ability to know Me but lazily follow their lower nature, those who are deluded, and those who are endowed with asura power."
7,16,"O best of Bharatas, four types of Dharma-parayanas engage in devotion to Me – those in distress, those who strive for the acquisition of knowledge, those who seek the acquisition of worldly goods, and those who are fixed on knowledge."
7,17,"Of all these, those who worship Me with wisdom, and those who have firm resolve and exclusive devotion to Me, I regard as the best of all.  I am dear to them and they are dear to me."
7,18,"All those who are devoted to Me are truly the best. But those who are wise, firm in determination, whose intellect is united in Me, and who have Me alone as their ultimate goal, I consider to be My very form."
7,19,"After many births of spiritual practice, the wise one realizes that all that exists is Me (Vasudeva) and surrenders to Me. Such a Mahatma is very rare indeed."
7,20,Those who are lost in knowledge with material worldly desires surrender to other gods. They follow their own nature and worship other gods; Karma Kandas are performed to please the respective deities.
7,21,"Whichever form of deity a devotee wants to worship with faith, I will make that devotee focus on that form."
7,22,"A devotee who has sraddha faith worships that deity and gets the desired material. But, in fact, I am the one who provides those benefits."
7,23,"But the fruit of these low-knowledge people is temporary. The worshipers of the deities go to the worlds of the respective deities, while My devotees reach Me."
7,24,"The ignorant think that I, the Supreme Lord, Sri Krishna - who was once a formless immanence and has now assumed a form. They are unable to understand the literal, supreme form of this Self."
7,25,"Covered by my Yogamaya Shakti, I do not manifest to all. So the ignorant cannot know that I am birthless and changeless."
7,26,"Arjuna! I know all things past, present, and future, and all living things; But I don't know anyone."
7,27,"O descendant of Bharata - Raga and hatred are dualities, arising from lust (delusion). O conqueror of enemies, every living being in this material world is deluded by these from birth itself."
7,28,Those whose sins are completely destroyed by performing pious activities are freed from the lust of these dualities. Such people worship Me with strong determination.
7,29,"Those who take refuge in Me, striving to be freed from old age and death, realize Brahman, their own soul, and the field of all karma."
7,30,"Enlightened living souls who know that I am the master of all adhibhuta (material realm), adhidaiva (gods), and adhiyajna (Lord of sacrifices), remain completely in Me even at the time of death."
8,1,"Arjuna said: O Lord, what is Brahman (the Absolute Truth)? What is Adhyatma (Soul)? And what is karma? What is called adhibhuta? And who is called the supreme god? Who is Adhyajna in the body and how did he become Adhyajna? O Krishna, how is it possible for the strong-willed to know You at the time of death?"
8,2,"Arjuna said: O Lord, what is Brahman (the Absolute Truth)? What is Adhyatma (Soul)? And what is karma? What is called adhibhuta? And who is called the supreme god? Who is Adhyajna in the body and how did he become Adhyajna? O Krishna, how is it possible for the strong-willed to know You at the time of death?"
8,3,"Sri Bhagavan said: Brahman is the supreme, imperishable essence; The spirit of a person is called Adhyatma. Actions related to the material nature of living beings and their development are called karma or actions with fruition."
8,4,"This ever-changing physical creation is called adibhuta; Adhidaiva is the cosmic form of God who is the head of the gods in creation; I, who reside in the hearts of all demons, am known as Adhiyajna, i.e. Lord of all Yajnas."
8,5,Remembering Me at the time of death he who leaves the body reaches Me. There is no doubt about this.
8,6,"Whatever he remembers at the time of leaving the body at the time of death, O son of Kunti, always in the same meditation, he attains that state."
8,7,"So, remember Me at all times and fight your duty. If your mind surrenders to Me, you will surely get Me; There is no doubt about this."
8,8,"With practice, O Partha, if you constantly engage your mind in the remembrance of Me, the Supreme Lord, without wandering, you will surely attain Me."
8,9,"God is omniscient, most ancient, all-ruling, subtler than the subtle, the basis of all, unimaginably divine; He is brighter than the sun and beyond all the darkness of ignorance.  He who, at the time of death, with the undisturbed mind acquired by the practice of yoga, keeping the soul between the eyes, calmly remembers the divine Mars with great devotion, will surely attain Him."
8,10,"God is omniscient, most ancient, all-ruling, subtler than the subtle, the basis of all, unimaginably divine; He is brighter than the sun and beyond all the darkness of ignorance.  He who, at the time of death, with the undisturbed mind acquired by the practice of yoga, keeping the soul between the eyes, calmly remembers the divine Mars with great devotion, will surely attain Him."
8,11,"Vedic scholars say that He is imperishable; To enter Him, great sages practice celibacy and renounce worldly pleasures. Now let me briefly explain the path to that goal."
8,12,"Controlling all the portals of the body, stopping the mind in the heart position, drawing the prana into the Murdnya (head) position, one should remain in yogic meditation with concentration."
8,13,"He who leaves the body, remembering Me, the Supreme Lord, chanting Om Kara, attains the Supreme Gati."
8,14,"O Partha, I am easily accessible to the yogis who always remember Me with singleness of mind because they are constantly engaged in Me."
8,15,"The Pidapa, the Mahatmas, who have attained me, have no rebirth in this world, the abode of sorrows and transitory, because they have attained the supreme perfection."
8,16,"Throughout Brahmaloka, in all the worlds of this material creation, you will be reborn, O Arjuna. But Pidapa who has reached my abode, O son of Kunti, will never be reborn again."
8,17,A period of one thousand Chaturyugas (Mahayugas) would be one day (kalpa) for Lord Brahma and one night for him. The wise who understand this understand the reality of day and night.
8,18,"As the dawn of Brahma begins, all beings arise from the immanent source. And as soon as His night begins, all living souls are absorbed into their manifest form."
8,19,"As Brahma's day begins, all living beings begin to re-birth, and as Brahmaratri begins, they become re-arranged. And when the next Brahmapag begins, they all manifest effortlessly."
8,20,"Apart from this manifest and immanent creation there is a transcendental and eternal immanent entity.  Even if all else perishes, that world alone is eternal and imperishable."
8,21,"Its unmanifest expanse is the supreme goal, and after reaching it one does not return to this mundane (mortal) world. That is my passion."
8,22,"The supreme Supreme Personality of Godhead is the Supreme. Although He is all-pervading and all living beings reside in Him, He is known only by devotion."
8,23,"I will now explain to you, O best of Bharatas, the various ways of passing away from this world, one of which leads to salvation and the other to rebirth. Those who know the Supreme Brahman and leave this world during the six months of Uttarayana, in Shukla Paksha, during the day, attain Parama Pada. Those who practice Vedic Karma Kandala, during Dakshinayana six months, during Krishna Paksha, during Dhumra period, at night, leave this world - attain heavenly worlds. After experiencing the pleasures of heaven, they come back to this earth. These two - bright and dark, paths always exist in this world. The bright path leads to salvation and the dark path to rebirth."
8,24,"I will now explain to you, O best of Bharatas, the various ways of passing away from this world, one of which leads to salvation and the other to rebirth. Those who know the Supreme Brahman and leave this world during the six months of Uttarayana, in Shukla Paksha, during the day, attain Parama Pada. Those who practice Vedic Karma Kandala, during Dakshinayana six months, during Krishna Paksha, during Dhumra period, at night, leave this world - attain heavenly worlds. After experiencing the pleasures of heaven, they come back to this earth. These two - bright and dark, paths always exist in this world. The bright path leads to salvation and the dark path to rebirth."
8,25,"I will now explain to you, O best of Bharatas, the various ways of passing away from this world, one of which leads to salvation and the other to rebirth. Those who know the Supreme Brahman and leave this world during the six months of Uttarayana, in Shukla Paksha, during the day, attain Parama Pada. Those who practice Vedic Karma Kandala, during Dakshinayana six months, during Krishna Paksha, during Dhumra period, at night, leave this world - attain heavenly worlds. After experiencing the pleasures of heaven, they come back to this earth. These two - bright and dark, paths always exist in this world. The bright path leads to salvation and the dark path to rebirth."
8,26,"I will now explain to you, O best of Bharatas, the various ways of passing away from this world, one of which leads to salvation and the other to rebirth. Those who know the Supreme Brahman and leave this world during the six months of Uttarayana, in Shukla Paksha, during the day, attain Parama Pada. Those who practice Vedic Karma Kandala, during Dakshinayana six months, during Krishna Paksha, during Dhumra period, at night, leave this world - attain heavenly worlds. After experiencing the pleasures of heaven, they come back to this earth. These two - bright and dark, paths always exist in this world. The bright path leads to salvation and the dark path to rebirth."
8,27,"Yogis who know the secret of these two paths, O Partha, never fall prey to lust. Therefore, be sthitudavai (united with God) in yoga sarvada (at all times)."
8,28,"Yogis who know this secret - the practice of Vedic Karma Kandas, Vedadhyayana, performance of Yajnas, penance and charity - all these attain fruit beyond pious fruits. Such Yogis attain Parama Pada."
9,1,"Sri Bhagavan said: O Arjuna, since you are not jealous of me, I will now tell you this most secret knowledge and empirical knowledge; After knowing this you will be freed from all material sufferings."
9,2,"This knowledge is the king of all learning and the most secret. It sanctifies those who hear it. It is directly experiential, virtuous, easy to practice, and gives lasting results."
9,3,"People who have no faith in this Dharma, cannot attain Me, O conqueror of enemies. They repeatedly return to this world in the cycle of birth and death."
9,4,This entire universe is pervaded by My inmanifest form. All beings abide in Me but I abide in them.
9,5,"However, beings are not fixed in me. Behold the wonder of my divine power! Although I am the creator and administrator of all living beings, I am not affected by them or by material nature."
9,6,"Even as the mighty wind that blows throughout, is always fixed in the sky, so all living beings are always fixed in Me."
9,7,"At Kalpantara (at the end of a Kalpa), all beings merge into My primordial Prakriti Shakti. At the beginning of the next creation, O son of Kunti, I will manifest them again. Subduing my Prakriti (physical) energy, I am producing these innumerable living beings, according to their respective natures, again and again."
9,8,"At Kalpantara (at the end of a Kalpa), all beings merge into My primordial Prakriti Shakti. At the beginning of the next creation, O son of Kunti, I will manifest them again. Subduing my Prakriti (physical) energy, I am producing these innumerable living beings, according to their respective natures, again and again."
9,9,"O conqueror of riches, none of these deeds can bind me. As a neutral observer, I remain indifferent to any of these karmas."
9,10,"Acting under my direction, this material energy gives birth to all the material demons, O son of Kunti. For this reason, the physical world undergoes change (creation, state and rhythms)."
9,11,"When I incarnated in my human form, the fools could not recognize me. They do not know the divinity of My Personality who is Mahesvara to all demons."
9,12,"People who are deluded by physical magical power develop asuristic and atheistic sentiments. In that state of bewilderment, their hopes for progress/welfare are futile, all the karmas they perform with falsakti are futile and their knowledge is bewildered."
9,13,"O Partha, the great souls who have taken refuge in my divine power will know that I, Sri Krishna, am the Supreme Being, the original source of all creation. With ananya chitta, they engage in my bhakti with their mind fixed on me alone."
9,14,"Always chanting my divine leelas, practicing with firm determination, humbly bowing down before me, they constantly worship me with loving devotion."
9,15,"Others, engaged in the jnana samuparjana yajna, worship Me in many ways. Some see me as indistinctly united with them, while others regard me as separate from themselves. Yet some worship in the infinite manifestations of My cosmic form."
9,16,"I am the Vedic kratu, I am the yajna and the offering to the patriarchs. I am the medicine, I am the Vedic mantra. I am the ghee, I am the fire, I am the offering. I am the father of this world. I am the mother and guardian of the world; I am the Father; I am the sanctifier; I am the goal of knowledge, the sacred sound Om Kara, I am the Rigveda, the Samaveda and the Yajurveda."
9,17,"I am the Vedic kratu, I am the yajna and the offering to the patriarchs. I am the medicine, I am the Vedic mantra. I am the ghee, I am the fire, I am the offering. I am the father of this world. I am the mother and guardian of the world; I am the Father; I am the sanctifier; I am the goal of knowledge, the sacred sound Om Kara, I am the Rigveda, the Samaveda and the Yajurveda."
9,18,"I am the supreme goal of all demons, and I am their manager, lord, witness, abode, shelter and friend. I am the source, end, and basis of creation; I am the eternal place and the eternal seed."
9,19,"I radiate heat in the form of the sun. I stop the rain and make it rain. I am immortal and I come in the form of death. O Arjuna, I am the eternal soul and also the temporary substance."
9,20,"Devotees to the Sakama rituals mentioned in the Vedas worship Me by performing Yajna sacrifices. By drinking Soma rasa, which is the remnant of Yajna, all the sins are gone and the pure ones hope to go to the heavenly worlds. As a result of their pious deeds, they go to the world of Lord Indra, and enjoy all the luxuries of the gods."
9,21,"They come back to the earth after all the fruits of their virtues have been consumed by enjoying the vast pleasures of the heavenly world. In this way, those who practice the Vedic Karma Kandas for the attainment of Bhoga Vastu, come and go again and again on earth."
9,22,"There are those who always remember Me and are engaged in exclusive devotion to Me, and to those whose mind is fixed on Me, I provide what they lack and preserve what they have."
9,23,"O son of Kunti, I am also worshiped by those who diligently worship other gods. But, it seems they have done it in the wrong way."
9,24,"I am the devotee of all sacrifices and the only Lord. But, those who do not know the Parameshwara Tattva of My Ee have to be reborn."
9,25,"Those who worship the gods are born in the gods, those who worship the patriarchs go to the patriarchs, the worshipers of demons are born in such, and my devotees reach Me."
9,26,"If someone offers Me a leaf, a flower, a fruit, or even water with devotion, I will happily consume what is given with love by that pure-minded devotee of mine."
9,27,"Whatever you do, whatever you eat, whatever you offer to the fire in a yajna, whatever you give as a gift, and whatever austerities you observe, O son of Kunti, do them as offerings to me."
9,28,"By offering all works to Me, you will be freed from the bonds of good and bad results. By asceticism your mind becomes attached to Me, you will be liberated and you will reach Me."
9,29,"I am equal-minded towards all living beings, I am neither partial nor hostile towards anyone. But, devotees who worship Me with love reside in Me and I reside in them."
9,30,"Even if they are supreme sinners, if they worship Me with exclusive devotion, they should be considered righteous, because they have taken the right decision."
9,31,"Soon they become righteous, and attain eternal peace. O son of Kunti, boldly declare that my devotee will never suffer loss."
9,32,"Regardless of their birth, race, caste, gender, or even the society's abominations, all those who take refuge in Me attain the Supreme Word."
9,33,"And what to say about the pious kings and ancestors? So, after entering this temporary and pleasureless world, engage in me with devotion."
9,34,"Always remember Me, be devoted to Me, worship Me and offer obeisances to Me. Undoubtedly you will come to Me when your mind and body are offered to Me."
10,1,"Sri Bhagavan spoke thus: Hear again my divine instruction, O great-armed one. Since you are my beloved friend, I will inform you of them for your pleasure."
10,2,Neither the gods nor the sages know my place of origin. I am the source of origin for devas and sages.
10,3,"Knowing that I am birthless and without adi(beginnings) and that I am the Maheshvara of all the worlds, men do not fall into delusion and they are freed from all sins."
10,4,"Intelligence, knowledge, clarity of thought, kindness, honesty, restraint of mind and senses, pleasures and sorrows, births and deaths, fear and courage, non-violence, equanimity, contentment, austerity, charity, fame and infamy, etc. - the variety of qualities that exist in human beings are born from the various Me."
10,5,"Intelligence, knowledge, clarity of thought, kindness, honesty, restraint of mind and senses, pleasures and sorrows, births and deaths, fear and courage, non-violence, equanimity, contentment, austerity, charity, fame and infamy, etc. - the variety of qualities that exist in human beings are born from the various Me."
10,6,"The seven sages, the four Mahatmas before them, the fourteen Manus – all these were born from my mind. All the people of this world have descended from them."
10,7,Those who truly know My glories (vibhutas) and divine powers become one with Me through the yoga of unceasing devotion. There is no doubt about this.
10,8,"I am the source of all creation. Everything is going on because of me. Knowing this fully, the sages worship Me with the utmost devotion and faith."
10,9,"My devotees are always satisfied with Me when their minds ascend to Me and their lives are surrendered to Me. Telling each other about Me and discussing My glories, they experience the greatest satisfaction and bliss."
10,10,"To those whose mind is united with Me in loving devotion, I bestow divine knowledge by which they may attain Me."
10,11,"With affection for them, I who am present in their hearts, will destroy the darkness created by ignorance with the bright lamp of knowledge."
10,12,"Arjuna said: Thou art the Parabrahma, the Parandham, the Supreme Holy One, the eternal God, the primordial man, the birthless and the supreme. Sages like Narada, Asita, Devala and Vyasa have declared this, and now you yourself are declaring this to me."
10,13,"Arjuna said: Thou art the Parabrahma, the Parandham, the Supreme Holy One, the eternal God, the primordial man, the birthless and the supreme. Sages like Narada, Asita, Devala and Vyasa have declared this, and now you yourself are declaring this to me."
10,14,"O Krishna, I believe with firm faith that everything you have said is true.  O Lord, neither the gods nor the demons can know your real form."
10,15,"O Purushottam, Creator of all things, Sarvabhutesa, Devdeva, Jagatpathe! In fact, you only know yourself through your own transcendental power."
10,16,"Please explain to me Your Divine Vibhutas in which You pervade and reside in all the worlds. O Yogeshwara, how can I know and remember You? And in what forms can I contemplate You, O Lord, while meditating?"
10,17,"Please explain to me Your Divine Vibhutas in which You pervade and reside in all the worlds. O Yogeshwara, how can I know and remember You? And in what forms can I contemplate You, O Lord, while meditating?"
10,18,"Again recount Your divine glories and incarnations in abundance, O Janardhana.  If you listen to your nectar, it will never fade away."
10,19,"Sri Bhagavanu said: Now I will briefly explain to you, O great son, my divine visions, for there is no end to their description."
10,20,"O Arjuna, I am seated in the hearts of all demons. I am the beginning, middle and end of all beings."
10,21,Of Aditi's twelve sons I am Vishnu; I am the sun among bright things. I am the moon among the stars of the night sky and the maruthu among the maruts.
10,22,"I am Sama Veda among the Vedas, Indra among the gods. the mind in the senses; Consciousness in animals."
10,23,Among the Rudras I am Shankara; Kubera is among the Asuras; Agni is among the Vasus and Meru is among the mountains.
10,24,Among the priests I am Jupiter; Among soldiers I am Karthike; And in the reservoirs know that I am the ocean.
10,25,I am Bhrigu Maharshi among sages and 'Om' is the transcendental of sounds. I am chanting the Lord's name again and again in japas (sacrifices); I am the Himalayas among the settlements;
10,26,"Among the trees I am the Ravi tree; Narada is among the gods. Among the Gandharvas I am Chitrarathu, among the Siddhas I am Kapila Muni."
10,27,"Amongst the horses, I, born of the Amrita Samudra, am Uchchaihsravasam. Among the Gajendras I am Airavata and the king of men."
10,28,Vajrayudham among weapons and Kamadhenu among cows. I am Kamadeva (Cupid) among the causes of fertility; I am Vasuki among the serpents.
